sentence,label
Ayrıca gerçekten çok tozu varmış yeni kitaplar mı geldi evet çocuklar,2
Evet hepsini gördüm Çok güzellerdi bize gördüklerini biraz daha anlatır mısın,3
a güzel bir yer bakın,3
Komşum nerede bilmiyorum şalter indireyim  __  çiçek gelsin dışarıda sinirleri bozuktur daha da kızdırıyorum onu hak etmiyor beni beni ve sevgimi beni beni bihterini ay her yerde de karşıma çıkması olmaz aygır su aygır,5
evet babaanne başardın şimdi sulamak istediğin çiçeğe doğru götür oluyor değil mi güzel oluyor,3
aaa türk oyuncu oynatacak derbide surpriz,4
sosyal medyada saçma sapan aşk acısı yazılarını okumaktan bıktım uzgun,4
Müzik dondu gördük güzel kokuyor Çünkü çok çabuk,6
Aşko,5
gece kankalarımı kaybettim hüzünlüyüm elleşmeyin uzgun,4
naber nasılsın sorusuna sanane aq diyecek agresif hissediyorum,4
Asya ile aramızda bir şey yok diyordun evet,5
kütüphaneyi yıkacaktır,2
Geçmiş olsun umarım kimsenin canı yanmamiştir ,3
yok şehirden nefret ediyorum insanlar saygısız,4
görgüsüz insanları duvardan duvara vurmak istiyorum nefret olamaz,6
Bir kere mazlar çok kıskandılar ha çakmakları varmış yapmayın her yer yarayacak olamaz yangın çıktı bu çok korkunç,6
Minikler hem korkuttu hem de şaşırdılar minik yaramazlar domdomun,6
Sarhoşu koridorun sonunda çömelmiş bekliyordum bekliyorum ama,5
amblemi göstericem arabayı vurucan gerizeka önüne bak,6
evde çocuk kafayı yiyeceğim kafalarını duvara vuruyolar,6
twiti yukarı aşağı oynatmak hoşuma gitti sebepsizce eğlendim mutlu,4
kötüyüm kankalarımdan tanesi italyaya tanesi askere gidiyor uzgun,4
Komşumun benim üzerimde zıplaması,5
çalışma saatlerimi bilmediğiniz karıştırdığınız acayip sinir oluyorum,4
haha hadi gidin kumda oynayın mutlu,4
dişçiye gitmem gerekiyor lakin dişçi fobim korku,4
beyler naif yaklaşanlarınız kalmış mıydı hayret edici gerçekten surpriz,4
Müzik butondan yüksekten çok korkuyor ortayı bu,6
Seni çok seviyorum bu işte yeni bir gün daha başlıyor,3
Ah o bir tuzak olmalı sakın peşinden gitme dur lütfen ha dikkat et ormanın hiç bilmediğin yerlerine gidiyorsun yapma lütfen,6
Bunlar sadece iskelet miş çok korktular of of Çok gülme sırası damdan ve,6
hürrem hain kadın gelmedi kainata bak aklıma geldi sinirlendim,4
arkadaş kabus gördüm korku aksiyon dalında oscarlık kafama çekiçle vurulmuş gibiyim korku,6
Anladın mı beni yoksa yoksa ne ne yaparsın bilmiyorum ki oyasını düşünmedim ay salak kız merak etme,6
Yakışıklıyım değil mi arkadaşlar yoruma yazın yakışıklısın yorsun,5
gülhan şen giyinen kızlar hoşuma gidiyor sevimli mutlu,4
Müzik Şimdi burada kayboldun ya bu sporu çamur vereyim,1
geçmiş olsun abi,3
Ya aşko sadece bana al bana al onları sonra alırsın,5
Aşk,5
Bence muhteşemdi bir sürüyor,3
aniden aklıma sayısı geldi birden irkildim korku,4
Alkış,1
Bunu niye bütün camları inmiş yoksa yanıyor mu bu evde,6
yanıldığımı sanmıştım üzüldüm bugün gördüm kimseye güvenmemek gerekiğini anladım uzgun,4
Asyayı izliyor ve sürekli,5
Egecan kız kıyafeti giymiş,5
Hadi sizde oyunumuza katılın hop hop hop bire kayboldu bunlar hayır ya,1
Yalan söyleme seviyor bir kere hayır sevmiyor işte gerçekten sevmiyor mu,5
Yani direkt öldük yani Çünkü bu durumda böyle,6
Müzik,1
aşırı sinirlendim üstüne üstlük açım,4
Harika oldu,3
Aralarında aşk var mı aşık var mı diye soruyorum,5
yusuf erdoğan harika asist yaptı gözlerime inanamadım yusufmuydu tekrar tekrar izliyorum surpriz,4
Ne kadar da güçlü dom dom çok artık zavallıcık ödü patladı ve haberler bitti dondum hala korkudan titriyor,6
Müzik,1
Sevimli şey seni o havuz ve güneş keyfi yapıyorlar,3
şoktayım kendime gelemedim surpriz,4
Bye bye bye tatlı bebek çok küçüktü bu kadar büyümüş olamaz ondan çok korktu,6
Diamond umuz var güzel ya bakın iyi adamlar kestik ve durumumuz az da olsa düzeldi orada ikili,6
hay sikeyim yorumcuyu para veriyorlar sinir oluyorum lan,5
ara sevdim mutlu,4
Sen ne yaptığını sanıyorsun ne yapıyormuşum,6
sebebini söylerim linç yemekten korkuyorum bulun iyi korku,4
Senden daha yakışıklı look look look look look look hiç kimse sana böyle yaptı mı çok yorucu bir günde en iyisi gidip evde istirahat edeyim ya gelecek bölüm komşumla uğraşmaya devam ederim,5
agresifim karşıma çıkanın ağzına vurasım,6
Türk müzesini gezmeye gidelim,1
hoşuma giden dedikodu varsa sorup sorup tekrar dinliyorum eğlenceli mutlu,4
vay farkedecek diyordum bravo abla surpriz,4
teşekkür ederim iltifat söylediniz hoşuma gitti mutlu,4
Bay ne yazmış böyle ask dolu şy mi yazmış,5
Yok ya ben aşık falan değilim,5
Türk kültür örneği gibidir bunu gibi burada birçok cami var hepsi harika işlemeler ve çinilerle süslenmiştir yurt dışında kendi kültürümüzden olan böyle yapılar görmek beni gerçekten mutlu ediyor başka insanların da biz bu şekilde tanıyor olması bence gurur verici hop uzun bir de ben de seninle aynı duyguları paylaşıyorum bugün geçirince gençlik biraz gidip uyusak mı acaba,1
Makro olduğu çok belli işte yani evet oluyor abi olmasa şu köpek ölmüştü ya tane dedi sinir oldum bug olduğu için de suyun altına indi orada oklarımız bitti her şey abi bitti İron niye almadım goldu aldım o da ayrı bir mesele de her şey şu an bitti yani bu adamları yaksam falan hiçbir şey olmaz çünkü su var direkt e suya atlarlar,6
sevgililerin birbirine şifre verme olayına sinir oluyorum güvenmiyorsun sevgili sıfatın,5
hayret akrabalar wp mesajları kutsamadılar şaşırdım surpriz,4
aaa sevgilim gelmiş konuş sevgilim surpriz,5
yakın aile dostumuzun oğluydu korktum gerçekten of sanırım bi yaşlandım korku,4
Osman şiirleri ile,2
Bazen yani ölüyoruz böyle de üçlü takım artık çok yani şu adamın makrosunu bir kez daha görsek bakın çok güzel,6
Müzik,1
Dila annesiyle çok mutlu,3
Ne yapıyorsun o tencerede seni tuzağa düşürdüler onu yemeği planlıyorlar dondum arkadaşımın yanında olmadığını,6
Hahaha ay dede nasıl da güzel parlıyor,1
Allah belanı versin Umarım o şekilde can verirsin,6
otobüste delikanlı yer verdi yemin ederim şok umut varsa surpriz,4
kalsın annem dövmemi görüyordu ödüm koptu kolumu çektiğimi anlamadım amk korku,6
ben öğrenmiş oldum,2
Avrupa turuna çıkıyoruz uçtu durursan şey,1
Ben şimdi size gününüzü gösteririm,6
Neyse al senin olsun mel abim benim kalemimi asa mı verdi yoksa ben mi yanlış gördüm ya Çok romantik,5
hayatım korku filmi an sırtımdan bıçaklayacak bekliyorum korku,6
Hey canavar yakalı için ilginç,6
aybek güzel,3
Bir anda geçti bana bir vurdu,6
sarı bez fobim üzerindeki kırıntılardan arındıramıyorsun bezi korku,4
senedir aradığım rujumu düşürdüm sanıyordum giymediğim ceketin cebinde buldum mutluyum mutlu,4
F göçmen minik elemanlar keyifli fişte tonga geldim gerçekten çok korku var ondan,6
Süleyman aletimize dünyanın en gereksiz aleti,5
Ben yukarı çıkıp müzik dinleyeceğim zengin havalı kızlar gibi,5
Hayır ki daha gezilecek çok yer var,1
icat,2
euronun lira olmasına epey sevindim ülkeye dönüp bozduracağım birikimimi mutlu,4
an sinirliyim gördüğüm insanı öldürebilirim,4
Asyadan adeta gözlerini alamıyordu sürekli,5
mutlu oldum,3
vs kanal salak kanal görmedim gerizekalılar sinirden köpürdüm,4
gerçekten güzel deymiş,3
Asya sadece benim arkadaşım diyordun şimdi ne oldu ya sidek gitsene o eskiden de aşık olar,5
okumaktan bıktım bunaldım yıprandım uzgun,4
Çok seviyorum,3
Aferin size çok of of,3
Müzik olamaz hayır bu dom dom çok korkuyor,6
Bunları alma şansım vardı fakat adamların durumları acayip iyi ve gle,6
özledim diyorsam bil gel uzgun,4
hava soğuk çamaşırları evin içine astık ödüm koptu pelerinli geziyor evde sandım bornozmuş korku,4
Albay bu gerçek canavar havlamaz neler yapıyor,6
altanı vurasım an sinirden kudurdum,6
kavga edeceğim sinirden çarpıntım tutuyor,6
Egecan Şimdi ben o gününü göstereceğim,6
can manay eski sevgilisinin gözüne kezzap dökmüş kafayı yiyeceğim,6
aşırı yıprandım tükendim yıldım bıktım uzgun,4
sesinin ürkütücü şeyin bombalaması korkunç hayal edemiyorum korku,4
Devletinden kalma bazı eserler olduğunu okumuştum onları görmeyen edersin,2
dünyanın kötü rüyasını gördüm pompalı tüfekle annemi babamı ablamı vurduktan intihar ettim aşırı korkunçtu korku,6
ara sinir oluyorum dayak yiyeceğim yada dayak atıcam açıklaması yok,6
emine yapıyorsun burada böyle ben bir bilim insanı oldu,2
Müzik tatlı ejderha ağzına çok sevindi güle güle dostum,3
Bana da tase bozun suun sen ne yaptığını sanıyorsun,6
Müzik şimdi piyasa açmaya geçeceğiz,1
kadına şiddet zavallılık cahilliktir gerizekalılar,4
Gel seni bir sarhoş edip,5
insanların yıldır sevgilisi şoktayım surpriz,5
dertlendim gideyim ders çalışayım uzgun,4
Ben de yeni gelen kitaplar için kitaplıklarda geri açmaya çalışıyordum ki kitaplar üstüme devirdiler,2
Hadi öldür beni makronu yerim be of of of of of of of of bitti,6
meclise bak esenler arka mahallesi yöneten kitleye bak yumruklar küfürler kavgalar yazıklar hepinize,6
Rabbim bizi sevsin istiyorum,3
Biz de korkuyoruz Şunlara bakın çok komikler bakın orada ne var kırmızı,6
gece aklıma takılan konu eski sevgilimin muşlu dertlendim uzgun,5
Hayır hayır canavar gitti artık korku Çok komiksin nasıl da tutuyorsun,6
diziyi izlemiyorum videoyu görünce hayret ettim rahatsız oldum merakla soruyorum genel şiddetçi erkeği sunan bi dizi surpriz,4
Erdem böyle geziler yapan insanlar gördüklerini bütün ayrıntılarıyla yazar ve bunu insanlara rehberlik etsin diye kitaplaştırılmış çoğaltırlar bunlara,1
sorumlu herkesin canı cehnneme,6
Müzik işte son durağımız olan,1
Nasıl yani bu canavar sahte mi,6
Avrupa turu yaparak eski,1
Gerçi kritik vurmayla makronun da pek bir alakası yok da,6
Selam,3
korkunç baksanıza adamı öper korku,6
Almanca veya İngilizce bilmeden de ulaşabilirsin neredeyse herkes,2
Orkun bulacağı bir kitap yazıyorum,2
Mert abi penis,5
yatak odasından başlayacağım silmeye anneciğim,3
sağ ol,3
Gerçekten harika gelen yeni kitaplara bakabilir miyiz,2
Sana yazdığım bu seyahatnameyi okuyarak öğrenebilirsin ve o zaman hemen okumaya başlıyorum,2
sevgili kemal abim ellerinize sağlık teşekkür ederiz mutlu,5
Oha hop hop hop ne,6
kızın teki yazdı sevgilim diyip kapatacaktım konuyu kız benimde canım olmuş yazınca dondum kaldım surpriz,5
Türkiyeden geliyorum vardı yollara kitaplardan birinde uyuyakalmışım yolculukta uyumak mı aşından bu işte çilene,2
Asya çok kötü biri onunla sevgili olmanı istemiyoruz,5
Ben de yakışıklıyım sana demedim eg,5
Müzik onları korkututmalısınız artık bu işe bir son vermek gerek yok ya of bu ne ya baksana,6
Sarayına gitmiştik çok büyüktü içerisine çok güzeldi o,1
evimden yere sıçamıyorum fobim korku,4
sevgilimi seviyorum mükemmel duygu mutlu,5
Ondan o kadar etkilenmiş ve onu o kadar çok sevmişler ki onun gibi giyme bu kuşlar başka bir dinden olmalarına rağmen bu yani,3
aşırı agresifim selam verse selam veriyosun kavga çıkarsam,6
Böyle bir gezi planlamak ve çok iyi yaptın,1
Hadi iyi geceler,3
tükenmişlik sendromuna imde yakalandım uzgun,4
Ben de uzun seyahatnamesini gerçekten çok merak ediyorum,2
Minikler bile şaşırdı boyun yaptıklarına daha sevimli canavar eşit gitmem gerekiyor büyük,6
annemden boşuna yemek yapmayı öğrendim gerizekalı,4
müzik modumu değiştirdi harika hissediyorum hayaller efsane bi bozmadan neti kapatıp uyuyorum mutlu,4
Sen Vahşi bi yaratıksın,4
Hala inanamıyorum gerçekten çok büyük ustaların yakındaki çok ucu küçülmüştür,3
uçan soluğu sevdim güle güle kullanın ikinci,3
Ama o kız kıyafeti,5
Evet yer de geldi gel gel sen de eksiktin ne yapacağız gençler şu an öleceğiz,6
hayallerim s büyük tuttu,3
Ay çok sevindim bu işe al al al al,3
yarın uyumadığım dakika kendime küfür edeceğim,4
alkın kütüphaneye zarar vermesini engellemişler,2
Bu bir tuzak mı yoksa,6
Seyahatname mi,2
Aha Çok iyi fikir ha ha,3
R korktu,6
A bana aşık ol dedi sanırım bana aşık a egan benim gödük nimi sen de gördün mü gdim,5
Benimkiler yine plan yapıyor hayalet kılığına girdiler galiba onları korkutacak lar,6
Dikkatli olduğum bol bol o orada kim minik al hahaha harika bıyık geri püskürttü ve bu yaptıkları karışımın İçinden bir gök çıktı,3
müzik harika bir yolculuktu,1
Yapacak başka hiçbir şeyim yok öleceğim yani şu an,6
Makro basar ve hepsi de şu an benim rahat bir şekilde öldürebilecek kapasite olduğunu ben düşünüyorum,6
Devleti elçisi için eski belediye binasında konulmuş bilgiler var,2
Arabanın arkasına bağlayıp sürükleyeceksin Sonra da kemiklerini kırıp yatalak edeceksin,6
günaydın agresif uyandım dayak yemek isteyen yazsın konum atacağım,6
güzel mi helikopter abi,3
Arife yollayacağım kitapların arasına koyacağım okuyup vereceği tepkiyi çok merak ediyorum bu kitapta,2
ay aşık olmaktan korktum bi an an dehşete kapıldım içim ürperdi hissettim korku,4
Lütfen yem olur sakın yeme hop bu miydi bile hayalet bu durumdan hiç memnun değil,6
Komşumun vücudu 30 150 180  __  koyayım gel buraya,5
aferin,3
yemek siparişini beklemek eğlenceli olmamıştı mutlu,4
gs yense berabere bitseydi sürpriz olurdu surpriz,4
Games çektim ve hepsi de biliyorsunuz aynı şeyler oluyordu adam kesiyordum aynı şeyleri falan söylüyordum,6
Bak ördük sen de beğendin mi Öğretim ördüm duruyor gerçekten çok güzelmiş sana bu gitti benim için çok bilgilendirici olsun,2
oha gerçekten dünyayı gezmeden ülkemi gezeyim ciddi olamazsın orijinal fikrin hemen patentini al surpriz,4
ünlülere mention attığım korkunç dönem kişiye attım korkunçtu korku,4
hayat bugün eğlenceli çarşı zamanı kardeşimin tweettere atmak istediği tweetmiş mutlu,4
güzel bir icat olacak,2
Albay dom dom ve küçük arkadaşları mutluluk ve etrafı dolaşıyorlar,3
Tatlı,3
alkar sadık dostu,3
Yani iki kalbim kaldı İyi ki ölmedim yoksa bayağı bir sinirlenirim açıkçası şimdi,6
Görürsünüz siz alın bakalım,6
sevgililer gününü seviyorum sebebi indirimler mutlu,5
destekleyen teşekkür ederim sıcaklıklarını hissediyorum güzel yüreğe girmiş isem kaybetmiş sayılmam mutlu,4
kahkaha,1
Evet öyle okul gezisinden sonra biz de kendi,1
Neyse öldü hackerı kestik,6
O adam da çünkü İron pantolon ve İron botu var gidip hemen onu keseceğim fakat şöyle bir envanter düzenlemesi yapayım öncelikle e,6
sevmiyorum sevemem aşırı ürkütücü korku,4
tebrik ederim,3
Evet o artık sadece asiyi seviyor ama ama ben mer,5
birinden çabuk soğuyabiliyorum şaşkınım surpriz,4
Müzik onun hiçbir şeyden haberi yok yolun ortasına bıraktılar çok tehlikeli araba kullanıyor,6
bilin bakalım kalkanı izinsiz alan kimmiş,2
yarın doğum günüm iyi doğdum mutlu,4
Anne bir sanatçıdır en güzel eseri de yavrusudur ,3
yarın fefe haluk levent geliyor inanamıyorum surpriz,4
Canavarlar,6
kendimden korkmaya başlıyorum korku,4
Buraya dikmeleri çok etkileyici,1
Ama o harika bir pasta pastayı yemek için bu gözlerim olmadı sahile canavar yeniden gelir ve pastayı alırsak onu fırına verebiliriz,6
Evet sen kaşınıyor musun yoksa kızım kaşınıyorum mertçim beni kaşır mısın tabii hayatım,6
Bu da mi ziyaret edebilsem bir çalışma tarafımız sanırım ilginizi çekecek bir kitap buldunuz öyle,2
sinirlendim gidip halıyı döveceğim,6
İzleme ozaman yarram bi karı görsen düz yokuşa tırmanırsın burda cinsellikden bahsediyon sie,4
yüzüme vuruyor fırtınası korkuyorum korku,6
Nereleri gezmiş,1
Er kolarda hoşlanırım,5
Nasıl yani bunlar bizim yemeklerimizi mi yiyor yoksa burada ne yapıyorsunuz defolun arabamdan yine yakalayacaklar onları be kancayı takmayı başardılar bu ev nereye geldiler böyle kocaman bir ev,6
hekim başını kapağa değil içinde yazanlar iyi edecek kitap,2
tekrar göreceğim günü beklerken ölmekten korkuyorum korku,4
çift liberolar öpsün defol vizyonsuz şebelek yeter,5
Acaba neden onların elma yemesini istemiyor hepsi birden elmaları yiyor ha ama gerçekten çok korkuyor o,6
durmaz çalışır insan yeni gün doğar tükenmez heyecan,1
galiba koskoca tatilde eğlendim mutlu,4
Bu çok tehlikeli dikkat et bir kere bastım ve durdu,6
içim geçmişti uyuyordum tweet bildirimine irkildim korku,4
moralim bozuk olduğunda herşeyi sorun haline getirip moralimi beter bozmak yeteneğim uzgun,4
Asyadan hoşlanıyordu bu durum ise benim hiç hoşuma gitmiyordu adeta bizi unutmuştu,5
Mer çok yakışıklı bir,5
Albay dom dom ve küçük arkadaşları mutlulukla etrafı dolaşıyorlar,3
Biz ü gün önce duş aldık sen pis kokup sınıfı kokutuyor sonra da suçu bize açıyorsun iğrençsin,5
Enes kitabı buldum tarihi maceralar daha eğlenceli değil mi,2
Peki o kitabın konusu ne okey oynamak olamaz bu kitap,2
Arapça ya o bir,2
Türkçe kitap,2
Nasıl yani sadece harfleri değişik,2
Osmanlı alfabesi ile yazılmış yani o harfleri okuduğunuzda,2
Sizde çok güzel anlayabilirsiniz,3
Evet çocuklar ancak bazı kelimeler,2
Az kullanıldığı için sözlüye bakmamız gerekebilir ne mesela hangi kelime mesela bakalım,2
Mesela zaptiye bi şu anda polis dediğimiz güvenliğinden sorumlu kişilere,2
Ben de okumak istiyorum,2
Evet evet ben çok yiyeceğim birlikte biraz çalıştık mı ikinizde hızlı bir şekilde öğrenirsiniz ama şimdi isterseniz bu,2
Osmanlı zaptiye yani polisiye hikayesini size ben okuyayım ne dersiniz o zaman dinleyin bakalım,2
Sultanım kızım,3
Ayşe nin anne yadigarı çok sevdiği yüzü bugün kaybolmuş,3
Sultanım,3
Hoş geldiniz bayrak,3
Hoş geldiniz açma bu kumaşlara bakabilir miyiz entari diktireceğiz de kaşık lütfen tabii ki,3
Tamam teşekkür ederim bizi affetsin açık açık boşta,3
Teşekkür ederim,3
Yiğit dostum,3
Sağolun,3
Hoş geldiniz nasıl yardımcı olabiliriz bir tutam papatya çayı biraz da,3
Sultan ın kızı uğramış haberiniz var mı,3
Teşekkür ederim,3
Afiyet olsun,3
Hadi afiyet olsun gençler teşekkür ederiz hayırlı işler bu muşta,3
Seni tebrik ediyorum gerçekten işinize Çok iyisiniz ve söylediklerinin tam olarak doğru,3
Hikayeler de çok eğlenceli oluyormuş bu kadarını beklemiyordum bunun gibi daha bir sürü kitap var burada hepsini okumak istiyorum,1
Osmanlıca dersine başlayalım,2
Osmanlı zaptiye romanı okuduk,1
Osmanlıca,1
Okuyabiliyor musun bu sefer,1
Arif abi okuduğu,1
Osmanlıca okuyabiliyor mu bu öyle mi,1
Bize de öğret edecekmiş,1
Hepimize iyi gelecek bu tatlı seyahat insan ve doğaya dahi ne varsa keşfe çıkıyoruz,1
Cemaat cüm cüm cüm cüm cümbür cemaat bu aileyle her gün yeni bir macera eğlenerek öğrenmenin keyfini t iyi doğru güzel bir insan olmak adına topladık eşyaları,1
Hiçbir şey yapmadan yatmak oynamak ya da dinlenmek istiyorum,1
Evet gerçekten bu herkese çok iyi gelecek,1
Madem hiçbir işimiz yok ormana gidip biraz keşif yapalım ben burada kalacağım ben de belki biraz yatarım,1
Alacağın olsun ablaya eğlence zamanı,1
H hop bu hayatımın en güzel günü benim de yemek mi yesek,3
Bugün tatil günü o yüzden odun toplamakla hiç uğraşamam yiyeceğimi alır dönerim çok güzel,1
Allah ın yarattığı her canlı mükemmel,3
Ah görev dağılımı demişken akşam yemeği hazırlarken bana yardımcı olun seve seve seve seve biri şunları peşimden alsın annem kampa geldiğimizden beri,3
Allah ın hikmetlerini ne kadar güzel bir aile olduğumuzu,3
Sevimli,3
Dostlar,3
Eylen,1
Alkışla dans et,1
Eylen,1
Oyna s de hayat güzel haydi durma dans et,3
Eylen,1
Alkışla dans et,1
Eylen,1
Haydi şimdi ayaklar dans et,1
Eylen,1
Haydi şimdi ayaklar dans et eylen oyna sen de hayat güzel haydi durma dans eten haydı şimdi ayaklar,1
Müzik danset,1
Eylen hemen kollar havaya,1
Y dans et,1
Eylen hemen kollara baya olley dans et eylen oyna sen de hayat güzel haydi durma danset,1
Eylen hemen kollar havaya holley danset,1
Eylen,1
Haydi şimdi sen de gül ha ha dans et,1
Eylen,1
Haydi şimdi sen de gül dans et eylen oyna sen de,1
Hayat güzel,3
Haydi durmadan eğlen,1
Haydi şimdi sen de gül ha ha dans et,1
Eylen,1
Alkışla dans et,1
Eylen haydı şimdi,1
Alkışla dans et eylen oyna sen de hayat güzel haydi durma dans et,1
Eylen,1
Alkışla dans et,1
Eylen,1
Haydi şimdi ayaklar dans et,1
Eylen,1
Haydi şimdi ayaklar dans et,1
Eylen,1
Oyna sende hayat güzel haydi durma dansen haydi şimdi,1
Müzik ayaklar danset,1
Eylen hemen kollar havaya oy danset,1
Eylen hemen kollara bayy dans eyen oyna sen de hayat güzel haydi durma dans et,1
Eylen hemen kollar havaya,1
Y dans et,1
Eylen,1
Haydi şimdi sen de gül dans et,1
Eylen,1
Haydi şimdi sen de gül dans et,1
Eylen,1
Oyna sende hayat güzel haydi durma dans et,1
Eylen,1
Gül,1
Alkış,1
Müzik dans teyle haydı şimdi,1
Alkışla dans et eyle haydı şimdi,1
Alkışla dans teyle oyna sende hayat güzel haydi durma dans et eyle,1
Alkışlar dans et eyle,1
Haydi şimdi ayaklar dans etle,1
Haydi şimdi ayaklar dans et eylen oyna sen de hayat güzel haydi durma dans et,1
Eylen,1
Müzik ayaklar dans et,1
Eylen hemen kollara baya holley dans et,1
Eylen hemen kollara baya holley dans et,1
Eylen,1
Oyna sende hayat güzel,3
Haydi durmadan set,1
Eylen emem kollar danset,1
Eylen ayde Şimdi sen de gül danset eylen ayde Şimdi sen de gül dans et eylen oyna sen de hayat güzel haydi durma dans et,1
Eylen,1
Müzik gül,1
Haydi bizimle birlikte kalın çıtayı boya maviye sen de bizimle birlikte kalın çıtayı boya maviye,1
Haydi bizim birlikte kalın çıtayı boya maviye sen de bizimle birlikte kalın çıtayı boya maviye biraz şuradan,1
Biraz buradan güzelce boyayalım,3
İstanbul un bir yakasında oynar,1
Mutlu neşeli hem de heyecanlı yardımı da sever çevresine abi kardeş arkadaş,1
Bu harika ben o fuarı çok merak ediyordum çok ilginç bilimsel deneyler varmış,1
Tamam tamam ben bu durumu şimdi bilimsel bir yolla çözeceğim,2
Tebrikler,3
Nobel fizik ödülünü sen kazandın,2
Ne yapacağız çatıya çıkamayacağım göre hain dediği gibi bilimsel bir yöntem şart yani kedi miyiz kuş muyuz çatıya çıkacağız hemen yeni bir top getirin bakayım,2
Kağıt kağıdı dener mi,2
Uçan balonu ne yapacağız bu kadar işimiz varken balonla mı oynayacağız,1
Bu balonları oynamak için almadık bilim adına aldık ben halimden memnunum önce balonları tek tek kıyafetlerimize sürte sonra balon grubu bileti çekecek ve biz de balonları çekip bileti alacağız balon nasıl olacak da bileti çekecek fen dersinde gördüğümüz gibi sürtünce elektrikl,1
Hadi balonları üzerimize sürt,1
Evet balonlar hazır bırakıyorum,1
Hadi balonları vurun,1
Neyse canım biz de bu sayede bir sürü deney yapmış olduk bilim fuarını yanımıza,2
görecek ne çok şey var hoş yaratmış yaradan aleme değer,1
Durmaz çalışır insan her yeni gün ne doğar hiç tükenmez heyecan,1
Haydi gidelim,1
Dostlar hazır mavi karavan mavi karavan mavi karavan,3
Dostlarım,3
Kahkaha,1
Dostlarımı,3
Onlar benim de dostlarım,3
Allah böyle güzel bir denge kurmuş onlar tabiatları geriye hareket ediyor,3
Bu harika bir fikir yaradılışı kanunu evlat,3
Dede sen şükret,3
Hayvanları çok sever kendi belirlediği sınırlar içinde onlara çok da güzel bakar biliyorum,3
Müzik ne güzel bir manzara,3
Peki bu güzel manzaraya mührünü vuran kim,3
Düşündürdü rivayete göre,2
Evet Çelebi sakız ağacının suyu çekince Çelik dayanıklılığına kavuştuğu söylenir mimar kıyıs yapıların denize kayma riskini bildiğinden çok ilginç bir tedbir alıyor,2
Kahkaha çalışalım,1
Mutluluktan havalara,1
Müzik uçacak,1
Sevgili dostlarım ben,3
O işte aldı dondurma,0
Siz de yüzünüzü çıkarttınız oradan kumaşlara baktınız beğendiğiniz kumaş aldım çıktınız,0
Yenge mi,0
Selam,0
Evet evet bence,0
Mert nerede ya,0
Onlar ne acaba,0
Sultan siz önce kumaş dükkanına gittiniz kumaşçı kumaşlara bakmak isterseniz diye sizden yüzünüze çıkarmanızı istedim Çünkü yüzün kumaşa takılıp yırtılmasını istemedim,0
Haydi şimdi alkışla dans et,0
Eski günlerin hatırına ne güzel günlerde çok eğleniyorum ya koltuğun üzerinde zıplamak harika,0
Evet bir şeyi olu sadaf olay bilmi muydun sens komik değil bence diskalifiye olman lazım,0
Evet gelin tam,0
O zaman bu doğru kararının karşılığında,0
Ben de,0
Ne oldu pene Çok garip bir şey görüyorum,0
Baş üstüne,0
Hadi o zaman iş başına biraz daha sağ çekin biraz,0
Mustafa,0
Bulunduğunuz önce,0
Hadi,0
Hoş geldiniz bayrak,0
Hadi bahçenin ucuna gitme,0
Bu sadece iki tane var,0
Eyvah,0
Roman spor,0
Hey,0
Patron ne yapmışsın,0
Bir de çenem var,0
Asya bir daha,0
Unutma bak,0
Bana çay yapma oğlum şeye,0
Seni gidi şey ne kadar da güçlendi kaslarına bakın şunun,0
Tamam re bir daha partileri kapatabilir misiniz dostlarım şu anda öndeyim patron bir kere güldün ama dostlarım bir tur daha hakkım var o yüzden şimdi bunu da kullanacağım bu sefer basit bir şey yapmayı düşünüyorum bakın direkt,0
Asyayı görmek istemiyorum dedi giddi sanırım artık seni sevmiyor,0
Eyvah yine depoyu bitirdim annem bu defa duvarları sildirir bittim mi duvar silmek mi istiyorsun evlat dede ne olur yardım et yine depoyu bitirdim,0
Allah kaç,0
Peki turuncu turuncu mu evet turuncu,0
Saçların da sana çok yakışıyor,0
Ne oldu bilmiyorum ama beni gerçekten çok memnun etti onların sayesinde çatıya kavuşabildim ki hemen,0
Padişahın,0
Kralı ziyarete geldiğinde uğradığı yerlerden biri göre altın,0
Usta yağmur fırtına kar derken a çabuk eskir ve saatliğine bozulur ya da yine kırılıp bu işler çarşıda bildiğim iyi bir kılıç ustası var,0
Defol başımdan tamam,0
Ne yapıyorsun,0
Yıldızdaki kulenin saatinden düştü bu bunun için en az 20 tane kılıç etmemiz lazım,0
Teşekkür ederim,0
Allah,0
Bir de ağız var,0
Aa mini mini bir kuş gördüm sanki,0
Burada çok fazla,0
Haydi bizimle birlikte ince ipi boya yeşile sen de bizimle birlikte ince ipi boya yeşile,0
Bugün sabah hava çok rüzgarlıydı,0
Ah sana geliyor,0
Eğer beni yenersen bu yarışmada bir ev kazanacaksın patron yaklaşık değeri milyon,0
Ne oldu,0
Patron,0
Mert abim neden bize yiyecek bir şeyler almıyor,0
Patron çok komik zaten kendisi ama,0
Osmanlı zaptiye yani polisiye hikayesini size ben okuyayım ne dersiniz o zaman dinleyin bakalım,0
Seni gerçekten çok özledim şöyle,0
Evet,0
Müzik,0
Minecraft ın yabancılardaki en büyük youtuberların bir tanesi olan,0
Bende evet sondan meşhur odamıza geldik ya oyunun görevi ne biliyor musunuz,0
